,uid,iid,rating,ts
54398,215,1277,2,879807127
1524,789,1519,1,879829668
37489,378,978,3,883039032
73503,512,1611,4,891663024
9714,617,1226,5,891561242
78437,167,1466,3,875491054
20306,723,1227,2,879912049
26375,571,1272,4,882755112
24253,546,1191,2,882328400
23122,778,1179,5,878553036
20567,793,1563,3,878189782
47498,671,1501,4,892024517
23605,941,1053,5,888573506
38758,793,1467,3,877493017
37366,891,1589,4,880932740
73532,724,1133,3,875160964
66424,273,1620,4,884081624
63297,795,952,4,888652880
38260,724,1618,4,875160572
49750,597,1465,5,880154335
22331,704,1575,5,884565155
57158,175,958,4,881124394
24663,467,1174,2,879559435
84261,144,1353,2,891857387
11853,885,1513,5,881539373
70858,66,1025,4,891560455
22572,507,775,3,884498838
35069,859,1450,4,884953298
10025,676,1417,3,880943701
66220,143,1441,4,883800567
37901,640,1528,4,880724410
43238,345,1517,4,887798169
22256,767,1508,5,875876655
26962,548,1603,4,885844730
48845,280,1355,2,891630932
72374,511,1377,5,891813558
50459,504,1279,3,876434399
48968,766,894,2,892702936
61235,167,1297,1,875501628
83125,146,1442,4,883179980
64759,81,1238,3,875741014
10426,766,961,3,892704160
66902,526,1589,4,888284373
29422,714,731,5,878510171
47921,296,1214,4,891765934
3015,757,1477,4,880356432
76257,637,1443,2,891867765
18937,582,1398,2,891650721
34440,403,712,1,875707407
20352,597,1290,2,880158615
52393,248,1353,4,891576016
22153,982,749,3,880497765
60541,182,1378,2,892238559
5285,767,1208,5,881291423
42501,571,1204,4,882752773
33757,584,1004,3,877065694
82169,607,1123,4,890099607
66847,345,540,3,889054020
19259,710,1470,4,880841727
31844,516,1075,4,891563995
3006,813,1672,4,879833767
18031,982,1322,3,880499974
55784,548,1573,5,885912279
11787,656,1414,3,885181353
21606,526,1443,3,888283681
25147,766,1557,3,892447458
83193,136,1497,5,889255016
4641,661,1517,4,891400998
16089,607,1659,4,890096906
61277,494,1514,4,875243232
9166,984,1097,5,878087376
27217,518,1399,4,888011485
12789,682,904,3,884864670
1979,703,1524,4,882076225
22727,719,1396,5,881568915
27534,729,1001,4,886217195
79805,117,473,3,892061370
37021,550,414,3,882745649
20525,584,992,4,890275562
44559,378,1103,5,882959857
7751,620,1387,4,885846029
40185,669,1396,5,877564990
23036,673,1225,4,888112575
12350,790,1177,4,888098642
37906,709,776,4,875202132
75512,66,1603,4,891560499
72316,505,1620,3,889005162
41464,906,749,3,892090384
67176,251,1600,3,879217222
10419,594,877,3,879908317
36705,439,1427,5,886176994
26277,754,707,3,885288940
2527,960,1360,2,889409624
8443,891,1606,4,880947957
60182,710,1465,3,880842621
84929,106,1583,3,880784389
10097,840,477,4,877229969
63807,448,422,3,879590622
74991,214,1524,4,883211239
27951,517,1414,3,879318523
48655,611,1495,4,880534109
6758,957,1653,1,884323585
52764,544,1503,4,881741963
16483,682,908,2,884864388
24043,882,1647,5,875753450
35417,402,1351,4,887079622
11190,817,1435,2,891834520
10710,989,1400,3,892270262
2101,855,1591,4,875639073
12959,987,1280,4,882766861
80596,68,1559,4,891618533
60415,925,548,1,884418672
48772,543,971,4,882916027
34252,493,1372,5,890332332
47635,550,672,4,882837420
2866,655,1049,4,885360663
31785,870,1695,4,876619820
3744,742,1387,5,886068948
13214,744,1575,5,882518722
20330,672,1459,5,885415422
21537,989,1046,3,892274026
23321,855,1677,4,875640066
47947,378,1633,1,883039633
4805,723,1109,4,879911938
52286,389,1366,5,892004393
23556,978,1251,1,879256315
8706,606,490,3,881428500
57871,120,1399,4,880534727
6672,735,1685,3,875688744
357,944,1115,3,893279536
53292,598,1699,5,876635030
65112,370,1377,4,886034407
41460,303,1369,3,882989601
12766,776,1382,5,888450754
16759,558,1128,3,883759514
23509,692,1685,3,888107596
80888,766,1535,5,892447210
70986,84,1650,5,881211606
19789,565,1475,3,884502246
82092,856,1502,4,888473457
4427,941,1318,4,888573744
7632,751,1539,3,879940930
46312,302,1097,4,886734940
63452,210,919,4,885525277
38429,408,1387,5,883323428
40634,350,1504,4,891739168
8911,632,1412,3,890151623
43759,439,1275,4,886176170
45784,622,653,2,880412896
64409,407,1412,4,878097048
73333,218,952,4,891866890
18978,603,1526,5,885718169
2817,736,1380,4,886490431
71986,571,1319,3,882754052
2434,819,1414,1,879329343
7784,680,726,3,885117267
83978,463,1609,2,886399608
76293,437,1443,5,880874766
74404,117,1053,5,892085489
74496,196,1524,4,879809872
36422,615,955,4,879811522
59055,237,739,5,879287253
40115,347,1305,1,880521844
76679,212,1269,2,881236571
2285,984,1412,3,878085248
45773,407,1378,2,876012922
20227,597,1573,4,880154391
82455,196,1251,3,879813451
5157,923,1524,4,885120927
46222,371,1498,4,880485805
10792,910,1188,4,891751411
14292,855,1151,5,875640956
71432,67,1225,2,875221775
22927,578,1018,2,880111957
76756,252,1490,3,879822754
68097,345,1337,3,887794940
23834,689,658,3,884734357
35081,382,756,2,891677436
75667,282,956,3,883716994
64045,503,1463,3,879678484
72730,299,1387,4,891814691
71936,60,845,5,886290150
73834,906,1113,4,892089248
69481,86,345,1,887492056
81833,72,1412,3,881303908
49756,216,1022,4,891756065
4158,658,693,4,875352677
84697,134,1385,4,891589376
67326,202,993,2,875671729
37799,438,1634,1,879564097
31597,908,492,4,876180911
69171,347,988,3,880521809
26359,467,1578,1,879734288
19908,780,1400,5,881565833
9126,985,1393,1,879823403
80499,204,1186,3,893044401
41431,806,1612,3,879917564
8135,721,470,3,891577359
78455,218,32,3,891868237
2578,661,844,5,891403092
634,721,1526,4,875674806
82390,127,1372,4,891760926
40093,646,1167,5,891584975
59848,119,654,3,876907221
56613,218,1385,4,891865868
70464,178,590,4,891404565
14649,649,950,5,883724980
20858,744,1132,5,882532773
31507,802,1557,3,884577121
12175,606,927,4,881428223
83148,545,1648,3,879480181
42697,563,602,3,880509413
75618,183,1693,4,875184055
77923,57,1539,4,889007942
36617,464,1382,5,882727601
77221,149,725,2,876099275
31394,578,1499,4,880112184
63176,168,1406,4,888627291
37051,448,548,3,879590172
51058,468,1289,3,875160201
28690,603,1355,4,890128833
77756,104,229,1,887603196
40193,648,1047,3,884658598
48479,528,1657,4,876350730
75213,626,607,2,883995752
3330,794,804,4,888548188
18278,540,956,3,883280431
33731,975,863,4,886220781
44108,987,1139,1,882765084
694,672,1132,3,885416066
11148,653,1015,3,882020854
18369,865,1527,4,880225893
73757,282,1445,4,883716943
50949,204,1209,4,893031134
58586,252,1008,3,879823580
69245,673,571,2,888114061
72208,79,1575,3,879747944
52307,195,1658,2,882072363
71351,73,961,3,879559530
26795,941,1689,5,888573914
1009,667,806,3,891413666
31148,881,1677,3,875150270
74620,342,1225,4,875513837
73623,603,1457,1,875431783
4629,982,1688,5,880498161
27826,932,1589,3,877342446
47440,811,1039,4,893633739
9248,601,1416,2,882880512
46239,378,1467,4,883038593
77526,463,1016,3,886398908
37532,940,1631,4,883694385
41322,342,1242,3,875514096
70801,153,1547,4,879309666
34979,388,637,5,875693219
35423,621,1612,4,880894138
1575,707,851,2,889276061
42613,491,1411,2,883959142
40486,528,1688,5,893159187
74007,192,1388,3,884318043
212,852,1205,4,877384905
29729,511,827,3,891815178
1589,821,1384,5,892519372
47915,457,601,4,875232048
50329,463,1022,1,886397351
43141,547,1578,3,877921702
23752,783,1021,5,889438048
11023,848,1387,4,890690412
26239,872,1618,5,880336355
80704,104,469,1,887529050
26835,931,1454,5,882440997
44128,284,1201,4,880165112
180,884,1399,3,893051902
18891,746,230,2,886842820
50429,434,1669,3,882018995
40179,366,1465,3,876097995
21770,550,1212,4,882739585
83276,78,1267,4,891819313
15774,878,1654,5,879638737
78280,849,1209,4,879892706
49301,703,1589,3,875323255
65206,97,692,3,891399675
38636,647,1369,4,891770162
43297,898,1474,2,889169843
16413,613,1661,3,886851219
14468,558,1669,3,883759419
82462,78,1618,3,891817293
81659,664,582,4,878126225
53250,193,1124,4,893449826
47295,395,1424,4,879733943
23272,952,1431,1,879802264
42681,994,1621,3,883968917
71555,203,1013,2,879807360
25351,542,1418,2,886765128
49769,636,1398,4,876299479
77783,120,1460,4,880535321
8352,870,651,3,876619511
1954,947,776,3,879811473
47091,319,1441,2,885778052
56018,979,706,2,875319274
85287,103,1016,2,880359694
39489,526,279,4,888296732
64390,175,456,5,881553842
66782,196,1186,4,879811202
24512,595,931,1,885916645
28751,882,1304,5,875753505
18509,962,1019,5,892797235
75432,737,1378,3,891665655
71290,98,1220,5,879833881
34052,590,1360,2,888994676
56084,350,1198,3,891755523
15145,761,746,5,889547423
80619,115,1283,3,886084539
19725,600,1379,4,886044622
65121,273,1501,4,884078458
50394,626,1472,5,880764143
67795,282,949,5,883818123
56979,247,1238,4,891769680
69852,346,1409,4,888232084
78581,856,1628,4,888473508
60696,220,1189,5,891732197
81244,244,1605,3,875197428
55180,463,970,3,886399381
37863,445,1531,5,880343589
57387,292,1463,5,893087314
10179,754,1331,3,885292880
7331,951,1294,2,888435598
23620,508,1217,2,880337380
49572,583,1253,3,880017234
80062,408,1277,5,883324088
4993,655,1484,5,885269871
4272,694,1600,4,876872456
63025,117,1699,3,892282753
5641,925,1592,4,884418831
82319,579,1277,2,892609877
8224,699,1646,3,882444757
30292,565,938,4,884501010
39635,360,1122,3,875146782
54248,254,1519,5,885443336
6744,819,1444,1,879330256
39883,666,1680,4,891913037
61357,179,1382,5,875161538
38740,542,1521,4,886765978
48076,458,1685,2,886901653
64453,135,1609,3,880603229
76919,345,434,3,887797081
25874,479,1547,4,884846256
75202,797,1223,4,880802925
56869,130,748,3,880952754
54097,196,1495,4,879810604
58388,373,1412,3,879897551
75809,744,1608,1,882532773
77962,130,1635,3,880082068
3449,898,1014,3,889169843
34747,457,869,2,877086888
18005,570,1466,4,877594493
16866,692,1008,3,888106639
41742,692,1490,4,888105300
25321,724,1542,3,875160102
69714,214,1004,3,883210319
2690,985,1080,4,879824374
64374,513,898,4,884419176
41780,382,1461,3,891677463
64698,175,1457,4,885010357
66556,481,1367,3,883616259
46595,573,1396,4,880069020
72606,278,1378,3,891648572
29094,591,1318,4,881476340
49587,504,1591,3,876432527
39706,689,1508,3,884734698
12936,731,937,1,891818725
4014,869,1387,5,884049893
43670,984,1427,5,878090906
20308,787,1669,4,879324508
21045,979,822,2,875319209
73019,938,1678,4,879741990
3154,993,1189,5,891719794
30140,941,1216,4,888572672
45968,318,838,1,888890191
8387,880,1295,4,889858750
22884,637,1407,4,891867499
35025,408,1409,3,882977178
85589,412,1387,5,890382952
70874,57,1604,4,889007090
65034,106,1010,4,880264370
31521,471,1431,3,882903166
34501,485,1390,3,888027145
27392,990,1571,4,878260136
70300,550,959,3,882744452
74180,67,1679,1,875222553
30179,706,1409,2,889610639
80766,653,1154,4,882021229
50590,237,1325,2,879291683
23058,640,1185,4,880722485
74531,84,1691,5,881211548
66922,431,1402,3,880161954
62405,129,1463,3,888561556
57828,357,1635,4,891816956
21777,666,1650,5,891913037
38030,999,1629,3,877260595
2384,901,1582,2,886047407
11997,619,1603,4,893065130
69051,335,1134,2,884661911
26701,993,1100,4,891722260
42660,344,1414,1,892686513
39569,331,1163,3,891885329
36391,412,192,3,890397965
21205,550,653,4,882838111
79867,212,1459,5,881237245
23709,766,1098,4,892702538
27125,513,1696,4,883899173
58760,285,1660,1,876332851
40641,848,1692,5,883197220
46893,238,1398,5,879086980
32441,449,1008,4,893145262
66337,204,293,3,893417532
55435,326,1396,3,888130466
691,908,684,2,876008752
27884,545,1472,4,879479323
70591,468,1613,5,893234400
82227,396,1602,2,884036267
60027,923,1672,5,885121231
33655,441,1013,3,891403721
70475,753,1360,3,893449566
49816,987,1663,1,882765181
16774,619,1215,4,893064517
65876,986,1270,5,879487862
6783,919,1426,3,876902483
57323,288,1322,4,875098540
35849,521,1376,1,879827781
67408,157,1110,3,879811714
33962,751,1220,5,879940380
5553,849,403,1,879911017
1271,867,1372,3,890956747
42257,587,1368,3,880337060
60530,210,1412,4,884829112
29262,438,1064,2,879563177
13975,701,990,4,878249678
30526,594,1202,5,879813548
71277,414,1412,4,884426031
19193,546,755,3,882328253
37104,407,1518,2,886561797
23853,746,1622,3,886843646
20779,941,1577,3,888571513
57608,944,1259,4,893047333
57903,905,1601,4,889322869
54166,204,1485,5,893044285
20472,620,930,3,885848392
1233,703,1399,4,876898004
63198,347,1583,4,879222980
41755,463,1636,3,886398877
43060,379,1280,4,875333468
40562,454,1243,1,885507778
24079,732,971,3,875678843
68968,257,1392,2,881645484
45118,799,1227,3,884509640
23898,496,1419,4,888199617
24372,896,1410,4,888833909
3887,761,1170,5,889547460
63239,204,874,2,893417532
37011,941,1043,4,888572767
73667,393,1238,4,884248280
49540,548,1576,5,886184938
182,779,1192,4,875612330
70400,797,1463,3,880802581
5938,673,1527,4,888115507
47294,584,851,3,886686846
12905,936,1642,3,890107795
5862,924,1279,3,875396852
27267,628,1248,4,877237704
25266,721,298,1,888830413
35627,409,1425,4,891408144
56428,666,1483,2,891917975
30516,526,1402,3,888283815
69740,242,1336,4,882423564
26513,799,1154,2,884509061
909,779,1382,5,875613860
29381,602,1471,3,876112201
23279,823,1689,4,880499331
26622,541,1577,3,879931482
52256,371,971,4,880486022
28473,544,1526,4,881741189
67818,253,1491,3,889008607
28478,577,1552,3,891763587
68055,125,1688,5,876833400
24009,724,1238,4,875164038
69828,496,1515,5,888206794
71475,405,1290,4,887289485
62071,439,1024,3,886178844
45273,468,1249,4,875157644
38516,358,1077,4,886938180
75247,467,1307,4,879560239
7615,623,952,4,891665115
40900,826,937,1,886802430
63645,513,917,4,884413531
26444,458,1382,4,886900772
10696,709,324,3,875202493
11377,979,1032,1,875319931
79192,112,1056,4,879733224
4428,699,1189,4,882443973
73894,553,1525,3,879224017
14755,661,1541,3,891402851
40675,619,1186,5,893065564
28603,672,1656,3,885416034
68804,580,1510,5,891725034
7953,993,1599,5,891719136
51236,839,1490,2,891539868
10002,621,965,4,880893303
59214,132,1540,4,877472584
34764,800,1583,5,876410438
76767,202,1442,4,875655151
26702,589,1505,3,891403409
7856,626,1691,1,880761226
44468,626,1465,3,880762471
19525,978,704,1,879255328
78116,122,1218,4,881234304
83152,113,1591,5,881746459
21136,917,968,4,880676560
3198,720,1470,3,892070323
59797,234,1061,3,891677792
85603,622,1288,2,880702579
28877,454,1028,3,885509608
79259,452,1425,3,891783581
65271,85,662,2,891398240
36842,425,1506,4,878516257
77844,314,1698,3,879914613
8388,778,978,3,878553003
36244,790,1307,3,891404074
18824,602,1537,3,876106503
29746,849,1226,5,879892392
83298,463,1322,2,886400324
57593,983,1457,1,885534379
22405,563,1612,3,880511310
12793,621,845,4,881329676
81026,119,1636,5,876906103
11896,817,1497,3,891834436
68653,467,854,2,879734056
6157,811,1093,4,893634374
24220,689,1052,4,884732864
21401,554,820,2,880155113
67016,280,802,4,891630982
61562,749,855,4,886640548
63494,138,781,4,879671579
54128,474,1400,2,886050201
10552,679,1502,4,879808096
55095,218,1348,1,891866683
50491,408,1509,5,883323905
13983,615,1572,5,879810405
10532,799,1030,4,884480843
77682,336,1344,3,876894855
29903,637,1469,1,891865849
23240,626,651,1,883996191
61713,701,1603,4,878560850
68170,516,1517,4,891563493
84940,504,1367,3,876432018
38498,423,1696,4,880842805
29819,682,1630,5,884864538
22944,977,1170,4,875157449
66643,575,590,1,879106656
291,974,1685,4,891754539
35756,379,1633,4,881107824
7852,770,961,5,880853781
55625,262,1315,5,893212249
58014,910,1056,5,891752235
73717,680,409,3,885117342
37495,553,1604,5,879224017
83887,528,1315,5,893158846
59347,331,1699,5,892917582
5488,942,887,5,884672600
39561,449,1697,5,893152263
1327,827,1378,4,877925198
24829,603,1678,4,885717646
41672,335,1544,5,884662942
53978,656,1578,1,886750155
55967,394,1229,4,878515156
39605,589,1642,3,893213974
17085,970,687,3,875428504
28187,982,1222,5,880497861
54123,271,821,3,893654469
11721,751,781,5,879940838
44369,382,1583,5,891675664
81137,130,1522,4,875418729
49395,500,1498,4,884242409
57073,373,1524,5,879899328
17641,565,1484,3,884499288
56564,670,1498,5,876915118
57002,286,937,4,893146073
10968,870,1344,4,880764962
6340,699,1518,5,882443944
34520,543,1545,4,882918235
64615,90,1463,4,881190230
69672,378,1526,4,882960729
19778,701,1441,3,878245493
58010,138,1226,5,879672892
39217,350,1518,3,891753945
18735,714,1103,3,876890530
45211,674,1281,3,880243373
48667,289,1268,4,880361040
51246,409,1319,4,891408536
4070,778,1606,3,878553036
35513,675,1684,1,891847151
1079,708,1568,4,881473510
54342,334,1382,5,880507350
79113,486,802,2,885549063
58544,255,1576,5,880490945
50270,468,1431,4,891656707
44387,658,1602,3,875352431
28117,449,1119,5,893152142
19646,697,1484,5,879834774
51886,234,1601,3,891677980
54860,205,1267,4,880956311
10523,982,1681,3,880498752
37319,584,1049,4,886684609
59349,167,1256,3,875592522
28108,449,1408,3,893143782
62452,160,1601,5,891572679
72729,889,1414,4,892048246
45321,918,1525,4,879137768
14781,619,1600,4,893065612
67108,333,1431,5,891402614
24345,534,1366,3,890651860
82589,192,1360,5,884318156
32869,925,1675,5,884418045
5366,695,1544,4,886691238
42712,285,961,2,876332851
79143,157,1536,3,879811467
26979,465,777,4,879985701
49000,218,1378,4,891866551
29518,467,1466,2,879559543
62131,439,967,3,886177269
24863,534,1385,5,890652401
9366,707,723,2,889276258
59752,229,571,5,881028276
13893,666,1432,4,891912272
51509,196,1150,4,879813909
57194,526,1642,4,888294147
33024,526,1525,4,888293667
66330,412,1315,3,890391727
37991,562,1679,2,880236853
20682,990,1543,5,878257174
69373,205,1565,3,881898296
61993,675,1505,2,891846446
38779,561,1460,3,883262029
4317,921,800,4,891639415
20515,600,1396,4,886044660
45433,968,1589,3,884086156
23753,565,1539,3,884501880
8204,672,685,3,885415907
58626,500,1606,2,884245193
5351,986,1519,5,890034385
45031,410,1573,4,879807815
35176,709,1273,4,875236474
51757,296,1564,4,891765989
26967,774,1193,2,884257316
69369,485,1406,3,888027080
28796,793,1645,3,875877565
55212,633,1695,4,877058161
11958,627,1595,3,877475343
73736,204,1506,4,893030996
11043,668,1678,5,888307104
81368,122,1464,2,881233640
55293,542,633,5,886763481
79932,621,1435,4,883524826
7865,705,1250,4,879887608
73374,101,1446,2,884491015
12703,637,1516,3,891862895
38036,802,1505,3,884575437
57154,898,1583,3,889169402
5921,819,778,1,879331475
38810,710,980,3,880843865
29141,819,933,1,879331551
45715,957,1514,3,876349505
80419,721,1249,1,888833762
51530,705,1611,5,879887725
48290,890,1367,4,887355458
80661,447,506,5,880317165
64988,180,1412,5,888323104
